species_name,biogeog,taxon,class,max_depth,max_length,lat_span_degrees,t_mean,chl_mean,endemism,IUCN,IUCN_category,date_assessed
Microcanthus joyceae,warm (temperate),Vertebrate,Actinopterygii,30,11.2,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Monacanthus chinensis,warm (temperate),Vertebrate,Actinopterygii,50,38,27.09452,21.23500956,1.220789005,non-endemic,Least Concern,Not applicable,2/03/2015
Monodactylus argenteus,warm (temperate),Vertebrate,Actinopterygii,18,27,24.33161,21.03083288,1.104418494,non-endemic,Least Concern,Not applicable,28/06/2016
Morwong ephippium,warm (temperate),Vertebrate,Actinopterygii,60,55,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Morwong fuscus,warm (temperate),Vertebrate,Actinopterygii,30,65,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Mulloidichthys flavolineatus,tropical,Vertebrate,Actinopterygii,35,43,22.79842,25.88070513,0.43343705,non-endemic,Least Concern,Not applicable,11/03/2015
Mulloidichthys vanicolensis,tropical,Vertebrate,Actinopterygii,113,38,25.07324,25.45887539,0.386330755,non-endemic,Least Concern,Not applicable,11/03/2015
Myliobatis australis,warm (temperate),Vertebrate,Chondrichthyes,85,241,13.19554,18.2032761,1.266877722,non-endemic,Least Concern,Not applicable,6/10/2015
Naso brevirostris,tropical,Vertebrate,Actinopterygii,122,60,22.86217,26.59332849,0.470032035,non-endemic,Least Concern,Not applicable,4/05/2010
Naso unicornis,tropical,Vertebrate,Actinopterygii,180,70,25.55344,25.25746392,0.605303322,non-endemic,Least Concern,Not applicable,7/05/2010
Neatypus obliquus,warm (temperate),Vertebrate,Actinopterygii,200,24,7.57261,20.52296271,0.616013555,endemic,Not Evaluated,Not applicable,Not Evaluated
Nelusetta ayraud,warm (temperate),Vertebrate,Actinopterygii,92,71,6.7372,19.86681043,1.46218866,endemic,Least Concern,Not applicable,17/07/2017
Nemadactylus douglasii,warm (temperate),Vertebrate,Actinopterygii,100,74,13.08542,19.11117039,1.443278436,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Nemadactylus macropterus,cool (temperate),Vertebrate,Actinopterygii,400,70,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Neoglyphidodon melas,tropical,Vertebrate,Actinopterygii,12,18,14.04267,26.17687491,0.682927382,non-endemic,Least Concern,Not applicable,23/09/2021
Neoglyphidodon polyacanthus,tropical,Vertebrate,Actinopterygii,30,12,19.40575,23.32004643,0.398866645,non-endemic,Least Concern,Not applicable,23/09/2021
Neoodax balteatus,cool (temperate),Vertebrate,Actinopterygii,20,14,11.55349,16.04731937,1.201160962,endemic,Least Concern,Not applicable,18/09/2009
Neosebastes scorpaenoides,cool (temperate),Vertebrate,Actinopterygii,140,40,9.42068,15.20538927,1.289116351,endemic,Not Evaluated,Not applicable,Not Evaluated
Notocirrhitus splendens,warm (temperate),Vertebrate,Actinopterygii,20,20,2.81435,21.70046962,0.26352934,non-endemic,Least Concern,Not applicable,3/03/2015
Notolabrus fucicola,cool (temperate),Vertebrate,Actinopterygii,90,40,9.95389,15.24396039,1.190968318,non-endemic,Least Concern,Not applicable,12/06/2008
Notolabrus gymnogenis,warm (temperate),Vertebrate,Actinopterygii,40,49,12.08145,19.38533884,1.089589033,endemic,Least Concern,Not applicable,12/06/2008
Notolabrus inscriptus,warm (temperate),Vertebrate,Actinopterygii,30,50,6.12339,21.538295,0.540478231,non-endemic,Least Concern,Not applicable,12/06/2008
Notolabrus parilus,warm (temperate),Vertebrate,Actinopterygii,20,49,7.57064,18.92989953,0.636556198,endemic,Least Concern,Not applicable,12/06/2008
Notolabrus tetricus,cool (temperate),Vertebrate,Actinopterygii,160,50,11.32958,15.89449552,1.067179808,endemic,Least Concern,Not applicable,12/06/2008
Olisthops cyanomelas,warm (temperate),Vertebrate,Actinopterygii,30,55,15.33914,17.76528823,0.936556725,endemic,Least Concern,Not applicable,18/09/2009
Omegophora armilla,cool (temperate),Vertebrate,Actinopterygii,146,25,11.33512,17.23962983,1.179374647,endemic,Least Concern,Not applicable,7/06/2011
Ophthalmolepis lineolatus,warm (temperate),Vertebrate,Actinopterygii,30,41,13.58586,19.40504505,0.955392115,endemic,Least Concern,Not applicable,12/06/2008
Optivus agastos,warm (temperate),Vertebrate,Actinopterygii,146,12,10.67856,19.35850382,1.60243547,endemic,Least Concern,Not applicable,26/12/2019
Orectolobus halei,warm (temperate),Vertebrate,Chondrichthyes,50,300,15.51843,20.19900674,1.076927971,endemic,Least Concern,Not applicable,23/03/2015
Orectolobus maculatus,warm (temperate),Vertebrate,Chondrichthyes,110,320,10.95772,20.43587154,1.199194049,endemic,Least Concern,Not applicable,23/03/2015
Orectolobus ornatus,warm (temperate),Vertebrate,Chondrichthyes,100,290,26.80421,20.78299716,0.962740175,endemic,Least Concern,Not applicable,20/02/2015
Ostorhinchus aureus,tropical,Vertebrate,Actinopterygii,40,14.5,25.43843,23.72424946,0.842805308,non-endemic,Least Concern,Not applicable,5/02/2021
Ostorhinchus cyanosoma,tropical,Vertebrate,Actinopterygii,40,8,32.86459,26.11071538,0.547072578,non-endemic,Least Concern,Not applicable,5/02/2021
Ostorhinchus doederleini,tropical,Vertebrate,Actinopterygii,30,9,NA,NA,NA,non-endemic,Least Concern,Not applicable,5/02/2021
Ostorhinchus flavus,warm (temperate),Vertebrate,Actinopterygii,6,25,NA,NA,NA,non-endemic,Least Concern,Not applicable,14/02/2022
Ostorhinchus limenus,warm (temperate),Vertebrate,Actinopterygii,30,14,29.32147,20.83619996,0.888510104,endemic,Not Evaluated,Not applicable,Not Evaluated
Ostorhinchus norfolcensis,warm (temperate),Vertebrate,Actinopterygii,15,10,2.75293,21.75579843,0.26352934,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Ostorhinchus properuptus,tropical,Vertebrate,Actinopterygii,30,9,25.24312,25.32384357,0.594107457,non-endemic,Least Concern,Not applicable,18/02/2022
Ostorhinchus victoriae,warm (temperate),Vertebrate,Actinopterygii,20,14,15.24121,20.88882567,0.966919984,endemic,Least Concern,Not applicable,5/02/2021
Ostorhinchus wassinki,tropical,Vertebrate,Actinopterygii,22,7,13.45406,25.95788652,0.850948219,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Ostracion cubicus,tropical,Vertebrate,Actinopterygii,280,45,25.16271,24.51078294,0.619503101,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Ostracion meleagris,tropical,Vertebrate,Actinopterygii,30,25,25.14435,26.13980427,0.489399157,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Othos dentex,warm (temperate),Vertebrate,Actinopterygii,30,76,5.60194,19.19557658,0.627566252,endemic,Not Evaluated,Not applicable,Not Evaluated
Oxymonacanthus longirostris,tropical,Vertebrate,Actinopterygii,30,12,21.69419,26.18705907,0.494463907,non-endemic,Vulnerable,A3c,5/07/2015
Pagrus auratus,warm (temperate),Vertebrate,Actinopterygii,100,130,NA,NA,NA,non-endemic,Least Concern,Not applicable,4/12/2009
Parablennius tasmanianus,cool (temperate),Vertebrate,Actinopterygii,10,13,11.51113,15.85194216,1.409139397,endemic,Least Concern,Not applicable,27/03/2009
Paracaesio xanthura,warm (temperate),Vertebrate,Actinopterygii,150,50,23.69491,21.69790906,0.911202125,non-endemic,Least Concern,Not applicable,5/03/2015
Paracirrhites forsteri,tropical,Vertebrate,Actinopterygii,35,22,21.87598,27.09626829,0.358167033,non-endemic,Least Concern,Not applicable,3/03/2015
Parapercis clathrata,tropical,Vertebrate,Actinopterygii,50,24,20.36316,26.77942855,0.495694142,non-endemic,Least Concern,Not applicable,14/04/2022
Parapercis haackei,warm (temperate),Vertebrate,Actinopterygii,35,11,9.59803,19.57096606,0.922063938,endemic,Not Evaluated,Not applicable,Not Evaluated
Parapercis ramsayi,warm (temperate),Vertebrate,Actinopterygii,80,20,5.80164,20.39101356,1.263050466,endemic,Not Evaluated,Not applicable,Not Evaluated
Paraplesiops meleagris,warm (temperate),Vertebrate,Actinopterygii,40,36,10.65961,18.7902382,0.770554688,endemic,Least Concern,Not applicable,21/04/2022
Paraplotosus butleri,tropical,Vertebrate,Actinopterygii,17,33,13.52465,25.46157819,1.050879052,endemic,Not Evaluated,Not applicable,Not Evaluated
Parapriacanthus elongatus,warm (temperate),Vertebrate,Actinopterygii,60,14,12.41902,18.02590388,0.876300982,endemic,Not Evaluated,Not applicable,Not Evaluated
Parascyllium ferrugineum,cool (temperate),Vertebrate,Chondrichthyes,150,80,NA,NA,NA,endemic,Least Concern,Not applicable,9/05/2015
Parascyllium variolatum,cool (temperate),Vertebrate,Chondrichthyes,180,91,13.71054,16.64787148,0.806701136,endemic,Least Concern,Not applicable,9/05/2015
Parequula melbournensis,cool (temperate),Vertebrate,Actinopterygii,100,22,12.7047,17.26213957,1.004865534,endemic,Not Evaluated,Not applicable,Not Evaluated
Parma mccullochi,warm (temperate),Vertebrate,Actinopterygii,35,30,6.46548,20.57005785,0.661718836,endemic,Least Concern,Not applicable,23/09/2021
Parma microlepis,warm (temperate),Vertebrate,Actinopterygii,30,20,13.36873,18.64864078,1.235015044,endemic,Least Concern,Not applicable,23/09/2021
Parma occidentalis,warm (temperate),Vertebrate,Actinopterygii,10,30,8.14143,20.86812988,0.731496889,endemic,Not Evaluated,Not applicable,Not Evaluated
Parma oligolepis,warm (temperate),Vertebrate,Actinopterygii,25,20,11.95588,21.53336831,1.203143495,endemic,Least Concern,Not applicable,23/09/2021
Parma polylepis,warm (temperate),Vertebrate,Actinopterygii,20,21,8.4025,21.7510912,0.710281984,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Parma unifasciata,warm (temperate),Vertebrate,Actinopterygii,25,20,10.14213,20.20941539,1.048684709,endemic,Not Evaluated,Not applicable,Not Evaluated
Parma victoriae,cool (temperate),Vertebrate,Actinopterygii,25,25,12.72432,16.50044351,0.941746272,endemic,Least Concern,Not applicable,4/02/2009
Parupeneus barberinoides,tropical,Vertebrate,Actinopterygii,40,30,23.77244,25.23542784,0.6805494,non-endemic,Least Concern,Not applicable,11/03/2015
Parupeneus chrysopleuron,tropical,Vertebrate,Actinopterygii,200,55,NA,NA,NA,non-endemic,Least Concern,Not applicable,13/04/2022
Parupeneus ciliatus,tropical,Vertebrate,Actinopterygii,91,38,25.14891,23.94391492,0.521777966,non-endemic,Least Concern,Not applicable,11/03/2015
Parupeneus cyclostomus,tropical,Vertebrate,Actinopterygii,100,50,26.07076,26.35656142,0.422628774,non-endemic,Least Concern,Not applicable,11/03/2015
Parupeneus indicus,tropical,Vertebrate,Actinopterygii,30,45,18.57519,25.92143182,0.85519316,non-endemic,Least Concern,Not applicable,11/03/2015
Parupeneus multifasciatus,tropical,Vertebrate,Actinopterygii,161,35,25.97667,26.01637461,0.494118903,non-endemic,Least Concern,Not applicable,4/02/2009
Parupeneus pleurostigma,tropical,Vertebrate,Actinopterygii,75,33,25.22663,25.21061461,0.430057968,non-endemic,Least Concern,Not applicable,11/03/2015
Parupeneus spilurus,warm (temperate),Vertebrate,Actinopterygii,25,47,25.48755,21.08901997,0.987190161,non-endemic,Least Concern,Not applicable,11/03/2015
Pelates sexlineatus,warm (temperate),Vertebrate,Actinopterygii,30,20,8.78089,20.33322215,0.96515008,endemic,Least Concern,Not applicable,4/02/2009
Pempheris affinis,warm (temperate),Vertebrate,Actinopterygii,30,17,27.08024,20.23522945,0.935449962,endemic,Not Evaluated,Not applicable,Not Evaluated
Pempheris analis,warm (temperate),Vertebrate,Actinopterygii,40,20,24.65281,23.21602034,0.905696442,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Pempheris compressa,warm (temperate),Vertebrate,Actinopterygii,30,20,13.35532,19.90377334,1.504997493,endemic,Not Evaluated,Not applicable,Not Evaluated
Pempheris klunzingeri,warm (temperate),Vertebrate,Actinopterygii,20,21,16.74587,18.80134238,0.725876051,endemic,Not Evaluated,Not applicable,Not Evaluated
Pempheris multiradiata,cool (temperate),Vertebrate,Actinopterygii,30,28,21.50257,17.40189003,0.9871909,endemic,Not Evaluated,Not applicable,Not Evaluated
Pempheris ornata,warm (temperate),Vertebrate,Actinopterygii,30,7.5,3.76765,17.7118802,0.604584992,endemic,Not Evaluated,Not applicable,Not Evaluated
Pempheris oualensis,tropical,Vertebrate,Actinopterygii,36,20,22.05738,25.61658925,0.493587616,non-endemic,Least Concern,Not applicable,18/08/2023
Pentaceropsis recurvirostris,cool (temperate),Vertebrate,Actinopterygii,260,61,10.94077,15.84600956,1.137491837,endemic,Not Evaluated,Not applicable,Not Evaluated
Pentapodus vitta,warm (temperate),Vertebrate,Actinopterygii,15,31,11.80058,22.54836433,1.229795217,endemic,Least Concern,Not applicable,15/07/2020
Pervagor janthinosoma,tropical,Vertebrate,Actinopterygii,20,13,23.56626,24.66970427,0.545515075,non-endemic,Least Concern,Not applicable,3/03/2015
Petroscirtes fallax,warm (temperate),Vertebrate,Actinopterygii,12,9.5,26.31377,20.91582097,0.748430379,non-endemic,Least Concern,Not applicable,25/03/2009
Phyllopteryx taeniolatus,cool (temperate),Vertebrate,Actinopterygii,50,46,13.45313,16.64339422,1.32100552,endemic,Least Concern,Not applicable,16/05/2016
Pictilabrus laticlavius,warm (temperate),Vertebrate,Actinopterygii,30,30,15.45539,17.67782628,0.961791138,endemic,Least Concern,Not applicable,12/06/2008
Pictilabrus viridis,warm (temperate),Vertebrate,Actinopterygii,10,14,4.94404,20.60751572,0.561752813,endemic,Least Concern,Not applicable,12/06/2008
Plagiotremus rhinorhynchos,tropical,Vertebrate,Actinopterygii,20,12,27.23678,24.60517311,0.658917093,non-endemic,Least Concern,Not applicable,27/03/2009
Plagiotremus tapeinosoma,tropical,Vertebrate,Actinopterygii,20,14,28.40982,23.3969356,0.556794493,non-endemic,Least Concern,Not applicable,29/03/2009
Plectorhinchus caeruleonothus,tropical,Vertebrate,Actinopterygii,30,100,NA,NA,NA,endemic,Least Concern,Not applicable,14/07/2020
Plectorhinchus flavomaculatus,warm (temperate),Vertebrate,Actinopterygii,30,60,22.99772,22.78464101,1.006355649,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Plectorhinchus picus,tropical,Vertebrate,Actinopterygii,50,84,22.60769,23.63236763,0.377196296,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Plectroglyphidodon dickii,tropical,Vertebrate,Actinopterygii,15,11,21.87029,25.84951714,0.408782292,non-endemic,Near Threatened,A2c,23/09/2021
Plectroglyphidodon fasciolatus,tropical,Vertebrate,Actinopterygii,30,15,21.77334,25.59163094,0.446233152,non-endemic,Least Concern,Not applicable,4/10/2021
Plectroglyphidodon johnstonianus,tropical,Vertebrate,Actinopterygii,18,14,21.93369,25.54064155,0.362583742,non-endemic,Least Concern,Not applicable,23/09/2021
Plectropomus leopardus,tropical,Vertebrate,Actinopterygii,100,120,19.08902,26.20842577,0.562415069,non-endemic,Least Concern,Not applicable,20/11/2016
Plotosus lineatus,tropical,Vertebrate,Actinopterygii,15,35,25.13383,23.91597435,0.527936585,non-endemic,Least Concern,Not applicable,18/08/2023
Pomacanthus semicirculatus,tropical,Vertebrate,Actinopterygii,30,40,21.62574,25.06649358,0.683855174,non-endemic,Least Concern,Not applicable,8/10/2009
Pomacanthus sexstriatus,tropical,Vertebrate,Actinopterygii,50,46,13.68097,26.84240054,0.724884802,non-endemic,Least Concern,Not applicable,8/10/2009
Pomacentrus australis,tropical,Vertebrate,Actinopterygii,35,8,17.5953,23.81200735,0.767556403,endemic,Least Concern,Not applicable,23/09/2021
Pomacentrus bankanensis,tropical,Vertebrate,Actinopterygii,12,9,24.01574,26.45453454,0.494445505,non-endemic,Least Concern,Not applicable,23/09/2021
Pomacentrus coelestis,tropical,Vertebrate,Actinopterygii,20,9,27.25963,24.65821495,0.626827515,non-endemic,Least Concern,Not applicable,23/09/2021
Pomacentrus milleri,tropical,Vertebrate,Actinopterygii,6,7.5,28.60977,23.50807932,1.055503082,endemic,Least Concern,Not applicable,4/02/2009
Pomacentrus moluccensis,tropical,Vertebrate,Actinopterygii,14,9,24.01186,26.22770366,0.61292038,non-endemic,Least Concern,Not applicable,23/09/2021
Pomacentrus vaiuli,tropical,Vertebrate,Actinopterygii,45,10,19.58611,26.53996119,0.445749712,non-endemic,Least Concern,Not applicable,4/10/2021
Prionurus maculatus,warm (temperate),Vertebrate,Actinopterygii,20,45,9.92574,21.44561415,0.860621423,non-endemic,Least Concern,Not applicable,7/05/2010
Prionurus microlepidotus,warm (temperate),Vertebrate,Actinopterygii,38,70,19.63494,20.69124028,0.966529868,non-endemic,Least Concern,Not applicable,7/05/2010
Psammoperca waigiensis,warm (temperate),Vertebrate,Actinopterygii,14,47,23.57318,23.19935396,1.049699407,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Pseudanthias squamipinnis,tropical,Vertebrate,Actinopterygii,55,15,26.36764,23.89932177,0.514644809,non-endemic,Least Concern,Not applicable,12/03/2015
Pseudocaranx dentex,tropical,Vertebrate,Actinopterygii,238,122,NA,NA,NA,non-endemic,Least Concern,Not applicable,10/05/2013
Pseudocaranx georgianus,warm (temperate),Vertebrate,Actinopterygii,120,55,26.87376,19.56254548,0.940972824,non-endemic,Least Concern,Not applicable,19/07/2017
Pseudocheilinus hexataenia,tropical,Vertebrate,Actinopterygii,35,10,21.87227,26.63001648,0.371316357,non-endemic,Least Concern,Not applicable,3/03/2009
Pseudochromis fuscus,tropical,Vertebrate,Actinopterygii,30,10,20.07574,26.76985262,0.645167713,non-endemic,Least Concern,Not applicable,10/03/2015
Pseudogoniistius nigripes,cool (temperate),Vertebrate,Actinopterygii,60,41,11.10684,16.11273066,1.038887689,endemic,Least Concern,Not applicable,12/08/2019
Pseudolabrus biserialis,warm (temperate),Vertebrate,Actinopterygii,20,25,4.95322,20.61869846,0.572390105,endemic,Least Concern,Not applicable,12/06/2008
Pseudolabrus guentheri,warm (temperate),Vertebrate,Actinopterygii,20,18,19.05756,21.20248414,0.824486292,endemic,Least Concern,Not applicable,12/06/2008
Pseudolabrus luculentus,warm (temperate),Vertebrate,Actinopterygii,50,25,9.74215,20.60830903,0.984378701,non-endemic,Least Concern,Not applicable,4/02/2009
Pseudolabrus rubicundus,cool (temperate),Vertebrate,Actinopterygii,218,25,10.65031,15.33638217,1.267829622,endemic,Not Evaluated,Not applicable,Not Evaluated
Pseudophycis bachus,cool (temperate),Vertebrate,Actinopterygii,375,90,8.09205,14.60701804,1.358937204,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Pseudophycis barbata,cool (temperate),Vertebrate,Actinopterygii,275,64,8.50435,14.77193609,1.42411552,endemic,Not Evaluated,Not applicable,Not Evaluated
Ptereleotris evides,tropical,Vertebrate,Actinopterygii,30,14,25.86954,25.94866035,0.463927841,non-endemic,Least Concern,Not applicable,12/03/2015
Ptereleotris monoptera,tropical,Vertebrate,Actinopterygii,50,12,NA,NA,NA,non-endemic,Least Concern,Not applicable,12/03/2015
Pterocaesio digramma,tropical,Vertebrate,Actinopterygii,50,30,25.25717,25.73215885,0.630892454,non-endemic,Least Concern,Not applicable,6/03/2015
Pterois volitans,warm (temperate),Vertebrate,Actinopterygii,55,38,23.92375,22.84872528,0.710511956,non-endemic,Least Concern,Not applicable,3/03/2015
Pycnochromis margaritifer,tropical,Vertebrate,Actinopterygii,26,9,NA,NA,NA,non-endemic,Least Concern,Not applicable,3/02/2021
Pycnochromis vanderbilti,tropical,Vertebrate,Actinopterygii,20,6,NA,NA,NA,non-endemic,Least Concern,Not applicable,3/02/2021
Rhabdosargus sarba,warm (temperate),Vertebrate,Actinopterygii,20,80,16.46204,20.52089616,1.063318783,non-endemic,Least Concern,Not applicable,2/12/2009
Salarias fasciatus,tropical,Vertebrate,Actinopterygii,8.6,14,20.07602,25.54468016,0.642512091,non-endemic,Least Concern,Not applicable,27/03/2009
Sargocentron rubrum,tropical,Vertebrate,Actinopterygii,84,32,21.48676,25.79352799,0.819770561,non-endemic,Least Concern,Not applicable,4/03/2015
Saurida nebulosa,tropical,Vertebrate,Actinopterygii,6,16.5,25.18308,26.47363654,0.518386234,non-endemic,Least Concern,Not applicable,2/03/2015
Scarus altipinnis,tropical,Vertebrate,Actinopterygii,50,60,21.6414,25.86358235,0.360048524,non-endemic,Least Concern,Not applicable,17/09/2009
Scarus chameleon,tropical,Vertebrate,Actinopterygii,30,31,25.16464,25.68485717,0.540328821,non-endemic,Least Concern,Not applicable,17/09/2009
Scarus frenatus,tropical,Vertebrate,Actinopterygii,20,47,21.71516,25.96280217,0.448408346,non-endemic,Least Concern,Not applicable,17/09/2009
Scarus ghobban,tropical,Vertebrate,Actinopterygii,36,90,25.32653,24.86751229,0.724204297,non-endemic,Least Concern,Not applicable,18/09/2009
Scarus oviceps,tropical,Vertebrate,Actinopterygii,15,35,21.66213,26.41640479,0.452050545,non-endemic,Least Concern,Not applicable,5/02/2009
Scarus prasiognathos,tropical,Vertebrate,Actinopterygii,70,22,21.66289,26.80834405,0.672903338,non-endemic,Least Concern,Not applicable,5/02/2009
Scarus psittacus,tropical,Vertebrate,Actinopterygii,25,30,22.82993,25.72073231,0.468890176,non-endemic,Least Concern,Not applicable,18/09/2009
Scarus rivulatus,tropical,Vertebrate,Actinopterygii,30,40,22.1956,25.68344767,0.669471096,non-endemic,Least Concern,Not applicable,18/09/2009
Scarus schlegeli,tropical,Vertebrate,Actinopterygii,50,40,22.15233,25.83231558,0.518385651,non-endemic,Least Concern,Not applicable,5/02/2009
Schuettea scalaripinnis,warm (temperate),Vertebrate,Actinopterygii,30,20,10.06944,20.28751876,1.086243148,endemic,Not Evaluated,Not applicable,Not Evaluated
Schuettea woodwardi,warm (temperate),Vertebrate,Actinopterygii,15,24,6.06987,20.74803905,0.709913166,endemic,Not Evaluated,Not applicable,Not Evaluated
Scobinichthys granulatus,warm (temperate),Vertebrate,Actinopterygii,30,30,13.05601,18.4288614,1.12645149,endemic,Least Concern,Not applicable,18/07/2017
Scolopsis bilineata,tropical,Vertebrate,Actinopterygii,25,23,25.16065,26.56748129,0.695706043,non-endemic,Least Concern,Not applicable,3/03/2015
Scomber australasicus,tropical,Vertebrate,Actinopterygii,300,40,NA,NA,NA,non-endemic,Least Concern,Not applicable,15/08/2022
Scorpaena cardinalis,warm (temperate),Vertebrate,Actinopterygii,154,47,6.0482,21.66954252,0.475971886,non-endemic,Least Concern,Not applicable,4/03/2015
Scorpaena jacksoniensis,warm (temperate),Vertebrate,Actinopterygii,40,40,11.469,20.40896857,0.825485531,endemic,Not Evaluated,Not applicable,Not Evaluated
Scorpaena papillosa,cool (temperate),Vertebrate,Actinopterygii,130,36,13.28441,16.14964221,1.176035499,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Scorpaenodes evides,warm (temperate),Vertebrate,Actinopterygii,40,12.5,7.74353,21.13001389,0.915956219,non-endemic,Least Concern,Not applicable,4/03/2015
Scorpis aequipinnis,cool (temperate),Vertebrate,Actinopterygii,25,56,13.51377,16.70320026,0.976260181,endemic,Not Evaluated,Not applicable,Not Evaluated
Scorpis georgiana,warm (temperate),Vertebrate,Actinopterygii,35,46,13.67044,19.74701468,0.771017107,endemic,Not Evaluated,Not applicable,Not Evaluated
Scorpis lineolata,warm (temperate),Vertebrate,Actinopterygii,30,37,17.73035,18.13067215,1.270958389,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Seriola hippos,warm (temperate),Vertebrate,Actinopterygii,100,150,6.24724,20.88881318,0.997352126,non-endemic,Least Concern,Not applicable,9/03/2015
Seriola lalandi,warm (temperate),Vertebrate,Actinopterygii,50,250,18.21937,20.987933,1.038820442,endemic,Least Concern,Not applicable,9/03/2015
Siganus argenteus,tropical,Vertebrate,Actinopterygii,40,40,19.94228,26.02631223,0.387937271,non-endemic,Least Concern,Not applicable,10/03/2015
Siganus fuscescens,tropical,Vertebrate,Actinopterygii,50,40,26.39608,23.08722124,0.866800088,non-endemic,Least Concern,Not applicable,10/03/2015
Siganus trispilos,tropical,Vertebrate,Actinopterygii,17,25,3.29829,24.7362217,1.398050681,endemic,Not Evaluated,Not applicable,Not Evaluated
Siganus virgatus,tropical,Vertebrate,Actinopterygii,20,30,18.10342,25.9821443,0.92264325,non-endemic,Least Concern,Not applicable,18/07/2017
Siphamia cephalotes,warm (temperate),Vertebrate,Actinopterygii,30,6,12.43125,17.8102497,0.970718913,endemic,Not Evaluated,Not applicable,Not Evaluated
Siphonognathus attenuatus,cool (temperate),Vertebrate,Actinopterygii,45,14,NA,NA,NA,endemic,Least Concern,Not applicable,16/09/2009
Siphonognathus beddomei,cool (temperate),Vertebrate,Actinopterygii,15,14,13.14502,16.58590664,0.950535842,endemic,Least Concern,Not applicable,5/02/2009
Siphonognathus caninis,cool (temperate),Vertebrate,Actinopterygii,35,10,9.3002,18.48656954,0.698275391,endemic,Least Concern,Not applicable,16/09/2009
Siphonognathus radiatus,cool (temperate),Vertebrate,Actinopterygii,20,21,NA,NA,NA,endemic,Least Concern,Not applicable,16/09/2009
Sphyraena novaehollandiae,cool (temperate),Vertebrate,Actinopterygii,20,110,9.02437,16.67968659,0.972487776,endemic,Not Evaluated,Not applicable,Not Evaluated
Sphyraena obtusata,warm (temperate),Vertebrate,Actinopterygii,120,55,25.02776,22.40471296,1.065104522,non-endemic,Least Concern,Not applicable,14/08/2024
Stanulus talboti,warm (temperate),Vertebrate,Actinopterygii,15,5,2.36516,21.90923611,0.267200139,non-endemic,Least Concern,Not applicable,28/03/2009
Stegastes gascoynei,warm (temperate),Vertebrate,Actinopterygii,30,15,17.97448,22.62560303,0.556648995,non-endemic,Least Concern,Not applicable,4/02/2009
Stegastes lacrymatus,tropical,Vertebrate,Actinopterygii,40,10,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Stegastes nigricans,tropical,Vertebrate,Actinopterygii,12,14,13.95663,26.91033328,0.494302382,non-endemic,Least Concern,Not applicable,4/10/2021
Stegastes obreptus,tropical,Vertebrate,Actinopterygii,10,12,22.17518,23.38955205,0.938821316,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Stethojulis bandanensis,tropical,Vertebrate,Actinopterygii,30,15,25.64777,24.91438123,0.537487712,non-endemic,Least Concern,Not applicable,12/07/2008
Stethojulis interrupta,warm (temperate),Vertebrate,Actinopterygii,21,13,27.25963,22.74811051,0.77498475,non-endemic,Least Concern,Not applicable,12/07/2008
Stethojulis strigiventer,tropical,Vertebrate,Actinopterygii,15,15,24.7599,24.27114618,0.69078539,non-endemic,Least Concern,Not applicable,12/07/2008
Suezichthys arquatus,warm (temperate),Vertebrate,Actinopterygii,100,13.5,6.97977,20.89327025,0.873145381,endemic,Least Concern,Not applicable,12/07/2008
Suezichthys cyanolaemus,warm (temperate),Vertebrate,Actinopterygii,8,12,11.97595,21.13272045,0.741129149,endemic,Least Concern,Not applicable,12/07/2008
Sufflamen chrysopterum,tropical,Vertebrate,Actinopterygii,30,30,25.23432,25.33411034,0.437176978,non-endemic,Least Concern,Not applicable,17/01/2022
Sufflamen fraenatum,warm (temperate),Vertebrate,Actinopterygii,186,38,25.24355,22.38656998,0.58333469,non-endemic,Least Concern,Not applicable,4/02/2009
Synodus dermatogenys,tropical,Vertebrate,Actinopterygii,97,24,26.36427,24.92252677,0.515344347,non-endemic,Least Concern,Not applicable,2/03/2015
Synodus jaculum,tropical,Vertebrate,Actinopterygii,100,20,NA,NA,NA,non-endemic,Least Concern,Not applicable,2/03/2015
Synodus variegatus,tropical,Vertebrate,Actinopterygii,121,40,29.23584,25.2401852,0.560988726,non-endemic,Least Concern,Not applicable,3/03/2015
Tetractenos glaber,cool (temperate),Vertebrate,Actinopterygii,10,16,11.12301,16.54843458,1.506948978,endemic,Least Concern,Not applicable,10/06/2011
