"survey_year","site_code","species_name","final_percent_cover","latitude","longitude","sqrt_pcover","minN","site_yr"
2012,"CS1","Astreopora myriophthalma",1,-19.29696,152.23517,1,1,"CS1_2012"
2012,"CS1","Favia matthaii",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Favia pallida",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Favia stelligera",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Goniastrea pectinata",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Hydnophora exesa",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Leptastrea inaequalis",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Millepora exaesa",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Montipora danae",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Montipora foveolata",0,-19.29696,152.23517,0,1,"CS1_2012"
2012,"CS1","Montipora grisea",0,-19.29696,152.23517,0,2,"CS1_2012"
2012,"CS1","Pocillopora verrucosa",0,-19.29696,152.23517,0,2,"CS1_2012"
2016,"CS1","Astreopora myriophthalma",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Favia matthaii",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Favia pallida",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Favia stelligera",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Goniastrea pectinata",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Hydnophora exesa",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Leptastrea inaequalis",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Millepora exaesa",1,-19.29696,152.23517,1,1,"CS1_2016"
2016,"CS1","Montipora danae",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Montipora foveolata",0,-19.29696,152.23517,0,1,"CS1_2016"
2016,"CS1","Montipora grisea",0,-19.29696,152.23517,0,2,"CS1_2016"
2016,"CS1","Pocillopora verrucosa",0,-19.29696,152.23517,0,2,"CS1_2016"
2017,"CS1","Astreopora myriophthalma",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Favia matthaii",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Favia pallida",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Favia stelligera",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Goniastrea pectinata",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Hydnophora exesa",2,-19.29696,152.23517,1.4142135623731,1,"CS1_2017"
2017,"CS1","Leptastrea inaequalis",1,-19.29696,152.23517,1,1,"CS1_2017"
2017,"CS1","Millepora exaesa",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Montipora danae",0,-19.29696,152.23517,0,1,"CS1_2017"
2017,"CS1","Montipora foveolata",1,-19.29696,152.23517,1,1,"CS1_2017"
2017,"CS1","Montipora grisea",0,-19.29696,152.23517,0,2,"CS1_2017"
2017,"CS1","Pocillopora verrucosa",0,-19.29696,152.23517,0,2,"CS1_2017"
2018,"CS1","Astreopora myriophthalma",1,-19.29696,152.23517,1,1,"CS1_2018"
2018,"CS1","Favia matthaii",1,-19.29696,152.23517,1,1,"CS1_2018"
2018,"CS1","Favia pallida",0,-19.29696,152.23517,0,1,"CS1_2018"
2018,"CS1","Favia stelligera",1,-19.29696,152.23517,1,1,"CS1_2018"
2018,"CS1","Goniastrea pectinata",1,-19.29696,152.23517,1,1,"CS1_2018"
2018,"CS1","Hydnophora exesa",1,-19.29696,152.23517,1,1,"CS1_2018"
2018,"CS1","Leptastrea inaequalis",0,-19.29696,152.23517,0,1,"CS1_2018"
2018,"CS1","Millepora exaesa",0,-19.29696,152.23517,0,1,"CS1_2018"
2018,"CS1","Montipora danae",2,-19.29696,152.23517,1.4142135623731,1,"CS1_2018"
2018,"CS1","Montipora foveolata",0,-19.29696,152.23517,0,1,"CS1_2018"
2018,"CS1","Montipora grisea",2,-19.29696,152.23517,1.4142135623731,2,"CS1_2018"
2018,"CS1","Pocillopora verrucosa",2,-19.29696,152.23517,1.4142135623731,2,"CS1_2018"
2019,"CS1","Astreopora myriophthalma",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Favia matthaii",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Favia pallida",1,-19.29696,152.23517,1,1,"CS1_2019"
2019,"CS1","Favia stelligera",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Goniastrea pectinata",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Hydnophora exesa",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Leptastrea inaequalis",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Millepora exaesa",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Montipora danae",1,-19.29696,152.23517,1,1,"CS1_2019"
2019,"CS1","Montipora foveolata",0,-19.29696,152.23517,0,1,"CS1_2019"
2019,"CS1","Montipora grisea",0,-19.29696,152.23517,0,2,"CS1_2019"
2019,"CS1","Pocillopora verrucosa",0,-19.29696,152.23517,0,2,"CS1_2019"
2012,"CS10","Favia stelligera",1,-16.94777,149.18262,1,1,"CS10_2012"
2012,"CS10","Pocillopora verrucosa",4,-16.94777,149.18262,2,2,"CS10_2012"
2012,"CS10","Stylophora pistillata",1,-16.94777,149.18262,1,1,"CS10_2012"
2017,"CS10","Favia stelligera",0,-16.94777,149.18262,0,1,"CS10_2017"
2017,"CS10","Pocillopora verrucosa",2,-16.94777,149.18262,1.4142135623731,2,"CS10_2017"
2017,"CS10","Stylophora pistillata",0,-16.94777,149.18262,0,1,"CS10_2017"
2013,"CS100","Acropora cerealis",0,-17.35843,151.52992,0,1,"CS100_2013"
2013,"CS100","Acropora gemmifera",0,-17.35843,151.52992,0,1,"CS100_2013"
2013,"CS100","Acropora hyacinthus",0,-17.35843,151.52992,0,1,"CS100_2013"
2013,"CS100","Acropora selago",0,-17.35843,151.52992,0,1,"CS100_2013"
2013,"CS100","Coscinaraea columna",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Galaxea astreata",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Millepora dichotoma",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Millepora exaesa",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Montipora Solid plates",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Montipora caliculata",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Pocillopora damicornis",2,-17.35843,151.52992,1.4142135623731,2,"CS100_2013"
2013,"CS100","Pocillopora eydouxi",0,-17.35843,151.52992,0,1,"CS100_2013"
2013,"CS100","Pocillopora verrucosa",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Porites lichen",0,-17.35843,151.52992,0,1,"CS100_2013"
2013,"CS100","Stylophora pistillata",1,-17.35843,151.52992,1,1,"CS100_2013"
2013,"CS100","Stylophora pistillata",1,-17.35843,151.52992,1,1,"CS100_2013"
2018,"CS100","Acropora cerealis",1,-17.35843,151.52992,1,1,"CS100_2018"
2018,"CS100","Acropora gemmifera",1,-17.35843,151.52992,1,1,"CS100_2018"
2018,"CS100","Acropora hyacinthus",1,-17.35843,151.52992,1,1,"CS100_2018"
2018,"CS100","Acropora selago",1,-17.35843,151.52992,1,1,"CS100_2018"
2018,"CS100","Coscinaraea columna",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Galaxea astreata",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Millepora dichotoma",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Millepora exaesa",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Montipora Solid plates",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Montipora caliculata",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Pocillopora damicornis",0,-17.35843,151.52992,0,2,"CS100_2018"
2018,"CS100","Pocillopora eydouxi",1,-17.35843,151.52992,1,1,"CS100_2018"
2018,"CS100","Pocillopora verrucosa",0,-17.35843,151.52992,0,1,"CS100_2018"
2018,"CS100","Porites lichen",1,-17.35843,151.52992,1,1,"CS100_2018"
2018,"CS100","Stylophora pistillata",2,-17.35843,151.52992,1.4142135623731,1,"CS100_2018"
2013,"CS101","Favia stelligera",2,-17.41432,151.07258,1.4142135623731,2,"CS101_2013"
2013,"CS101","Galaxea fascicularis",0,-17.41432,151.07258,0,2,"CS101_2013"
2013,"CS101","Goniastrea pectinata",0,-17.41432,151.07258,0,1,"CS101_2013"
2013,"CS101","Leptoria phrygia",1,-17.41432,151.07258,1,1,"CS101_2013"
2013,"CS101","Platygyra pini",0,-17.41432,151.07258,0,1,"CS101_2013"
2013,"CS101","Pocillopora verrucosa",3,-17.41432,151.07258,1.73205080756888,1,"CS101_2013"
2013,"CS101","Porites lichen",4,-17.41432,151.07258,2,4,"CS101_2013"
2013,"CS101","Stylophora pistillata",1,-17.41432,151.07258,1,1,"CS101_2013"
2016,"CS101","Favia stelligera",0,-17.41432,151.07258,0,2,"CS101_2016"
2016,"CS101","Galaxea fascicularis",2,-17.41432,151.07258,1.4142135623731,2,"CS101_2016"
2016,"CS101","Goniastrea pectinata",1,-17.41432,151.07258,1,1,"CS101_2016"
2016,"CS101","Leptoria phrygia",1,-17.41432,151.07258,1,1,"CS101_2016"
2016,"CS101","Platygyra pini",1,-17.41432,151.07258,1,1,"CS101_2016"
2016,"CS101","Pocillopora verrucosa",1,-17.41432,151.07258,1,1,"CS101_2016"
2016,"CS101","Porites lichen",0,-17.41432,151.07258,0,4,"CS101_2016"
2016,"CS101","Stylophora pistillata",2,-17.41432,151.07258,1.4142135623731,1,"CS101_2016"
2013,"CS102","Acropora cerealis",0,-17.41703,151.07128,0,1,"CS102_2013"
2013,"CS102","Acropora paniculata",0,-17.41703,151.07128,0,2,"CS102_2013"
2013,"CS102","Acropora vaughani",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Astrea curta",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Favites complanata",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Goniastrea pectinata",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Isopora palifera",0,-17.41703,151.07128,0,1,"CS102_2013"
2013,"CS102","Leptastrea pruinosa",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Leptoria phrygia",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Millepora exaesa",1,-17.41703,151.07128,1,1,"CS102_2013"
2013,"CS102","Montipora verrucosa",0,-17.41703,151.07128,0,1,"CS102_2013"
2013,"CS102","Pocillopora verrucosa",3,-17.41703,151.07128,1.73205080756888,3,"CS102_2013"
2013,"CS102","Porites vaughani",0,-17.41703,151.07128,0,1,"CS102_2013"
2013,"CS102","Stylocoeniella guentheri",3,-17.41703,151.07128,1.73205080756888,3,"CS102_2013"
2013,"CS102","Stylophora pistillata",0,-17.41703,151.07128,0,1,"CS102_2013"
2016,"CS102","Acropora cerealis",1,-17.41703,151.07128,1,1,"CS102_2016"
2016,"CS102","Acropora paniculata",2,-17.41703,151.07128,1.4142135623731,2,"CS102_2016"
2016,"CS102","Acropora vaughani",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Astrea curta",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Favites complanata",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Goniastrea pectinata",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Isopora palifera",1,-17.41703,151.07128,1,1,"CS102_2016"
2016,"CS102","Leptastrea pruinosa",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Leptoria phrygia",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Millepora exaesa",0,-17.41703,151.07128,0,1,"CS102_2016"
2016,"CS102","Montipora verrucosa",1,-17.41703,151.07128,1,1,"CS102_2016"
2016,"CS102","Pocillopora verrucosa",3,-17.41703,151.07128,1.73205080756888,3,"CS102_2016"
2016,"CS102","Pocillopora verrucosa",3,-17.41703,151.07128,1.73205080756888,3,"CS102_2016"
2016,"CS102","Porites vaughani",1,-17.41703,151.07128,1,1,"CS102_2016"
2016,"CS102","Stylocoeniella guentheri",0,-17.41703,151.07128,0,3,"CS102_2016"
2016,"CS102","Stylophora pistillata",1,-17.41703,151.07128,1,1,"CS102_2016"
2021,"CS102","Acropora cerealis",2,-17.41703,151.07128,1.4142135623731,1,"CS102_2021"
2021,"CS102","Acropora paniculata",0,-17.41703,151.07128,0,2,"CS102_2021"
2021,"CS102","Acropora vaughani",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Astrea curta",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Favites complanata",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Goniastrea pectinata",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Isopora palifera",2,-17.41703,151.07128,1.4142135623731,1,"CS102_2021"
2021,"CS102","Leptastrea pruinosa",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Leptoria phrygia",1,-17.41703,151.07128,1,1,"CS102_2021"
2021,"CS102","Millepora exaesa",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Montipora verrucosa",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Pocillopora verrucosa",3,-17.41703,151.07128,1.73205080756888,3,"CS102_2021"
2021,"CS102","Pocillopora verrucosa",3,-17.41703,151.07128,1.73205080756888,3,"CS102_2021"
2021,"CS102","Porites vaughani",0,-17.41703,151.07128,0,1,"CS102_2021"
2021,"CS102","Stylocoeniella guentheri",0,-17.41703,151.07128,0,3,"CS102_2021"
2021,"CS102","Stylophora pistillata",0,-17.41703,151.07128,0,1,"CS102_2021"
2013,"CS103","Acropora Bushy arborescent",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Acropora cerealis",0,-17.43525,151.07027,0,3,"CS103_2013"
2013,"CS103","Acropora hyacinthus",0,-17.43525,151.07027,0,1,"CS103_2013"
2013,"CS103","Acropora paniculata",2,-17.43525,151.07027,1.4142135623731,2,"CS103_2013"
2013,"CS103","Acropora polystoma",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Acropora selago",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Astreopora myriophthalma",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Coscinaraea columna",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Echinopora gemmacea",0,-17.43525,151.07027,0,2,"CS103_2013"
2013,"CS103","Favia stelligera",0,-17.43525,151.07027,0,1,"CS103_2013"
2013,"CS103","Favites abdita",2,-17.43525,151.07027,1.4142135623731,2,"CS103_2013"
2013,"CS103","Favites complanata",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Favites halicora",0,-17.43525,151.07027,0,1,"CS103_2013"
2013,"CS103","Goniastrea pectinata",2,-17.43525,151.07027,1.4142135623731,2,"CS103_2013"
2013,"CS103","Leptoria phrygia",4,-17.43525,151.07027,2,4,"CS103_2013"
2013,"CS103","Montipora undata",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Pocillopora verrucosa",2,-17.43525,151.07027,1.4142135623731,2,"CS103_2013"
2013,"CS103","Porites lichen",0,-17.43525,151.07027,0,1,"CS103_2013"
2013,"CS103","Porites vaughani",1,-17.43525,151.07027,1,1,"CS103_2013"
2013,"CS103","Stylophora pistillata",2.5,-17.43525,151.07027,1.58113883008419,1,"CS103_2013"
2013,"CS103","Stylophora pistillata",2.5,-17.43525,151.07027,1.58113883008419,1,"CS103_2013"
2016,"CS103","Acropora Bushy arborescent",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Acropora cerealis",3,-17.43525,151.07027,1.73205080756888,3,"CS103_2016"
2016,"CS103","Acropora hyacinthus",1,-17.43525,151.07027,1,1,"CS103_2016"
2016,"CS103","Acropora paniculata",5.5,-17.43525,151.07027,2.34520787991171,2,"CS103_2016"
2016,"CS103","Acropora paniculata",5.5,-17.43525,151.07027,2.34520787991171,2,"CS103_2016"
2016,"CS103","Acropora paniculata",5.5,-17.43525,151.07027,2.34520787991171,2,"CS103_2016"
2016,"CS103","Acropora polystoma",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Acropora selago",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Astreopora myriophthalma",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Coscinaraea columna",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Echinopora gemmacea",2,-17.43525,151.07027,1.4142135623731,2,"CS103_2016"
2016,"CS103","Favia stelligera",1,-17.43525,151.07027,1,1,"CS103_2016"
2016,"CS103","Favia stelligera",1,-17.43525,151.07027,1,1,"CS103_2016"
2016,"CS103","Favites abdita",0,-17.43525,151.07027,0,2,"CS103_2016"
2016,"CS103","Favites complanata",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Favites halicora",1,-17.43525,151.07027,1,1,"CS103_2016"
2016,"CS103","Goniastrea pectinata",0,-17.43525,151.07027,0,2,"CS103_2016"
2016,"CS103","Leptoria phrygia",0,-17.43525,151.07027,0,4,"CS103_2016"
2016,"CS103","Montipora undata",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Pocillopora verrucosa",2.5,-17.43525,151.07027,1.58113883008419,2,"CS103_2016"
2016,"CS103","Pocillopora verrucosa",2.5,-17.43525,151.07027,1.58113883008419,2,"CS103_2016"
2016,"CS103","Porites lichen",1,-17.43525,151.07027,1,1,"CS103_2016"
2016,"CS103","Porites vaughani",0,-17.43525,151.07027,0,1,"CS103_2016"
2016,"CS103","Stylophora pistillata",2.5,-17.43525,151.07027,1.58113883008419,1,"CS103_2016"
2016,"CS103","Stylophora pistillata",2.5,-17.43525,151.07027,1.58113883008419,1,"CS103_2016"
2021,"CS103","Acropora Bushy arborescent",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Acropora cerealis",0,-17.43525,151.07027,0,3,"CS103_2021"
2021,"CS103","Acropora hyacinthus",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Acropora paniculata",0,-17.43525,151.07027,0,2,"CS103_2021"
2021,"CS103","Acropora polystoma",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Acropora selago",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Astreopora myriophthalma",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Coscinaraea columna",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Echinopora gemmacea",0,-17.43525,151.07027,0,2,"CS103_2021"
2021,"CS103","Favia stelligera",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Favites abdita",0,-17.43525,151.07027,0,2,"CS103_2021"
2021,"CS103","Favites complanata",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Favites halicora",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Goniastrea pectinata",0,-17.43525,151.07027,0,2,"CS103_2021"
2021,"CS103","Leptoria phrygia",0,-17.43525,151.07027,0,4,"CS103_2021"
2021,"CS103","Montipora undata",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Pocillopora verrucosa",0,-17.43525,151.07027,0,2,"CS103_2021"
2021,"CS103","Porites lichen",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Porites vaughani",0,-17.43525,151.07027,0,1,"CS103_2021"
2021,"CS103","Stylophora pistillata",1,-17.43525,151.07027,1,1,"CS103_2021"
2013,"CS104","Favia rotumana",1,-17.4347,151.07127,1,1,"CS104_2013"
2013,"CS104","Oulophyllia crispa",0,-17.4347,151.07127,0,1,"CS104_2013"
2013,"CS104","Pocillopora verrucosa",1,-17.4347,151.07127,1,1,"CS104_2013"
2013,"CS104","Stylophora pistillata",0,-17.4347,151.07127,0,2,"CS104_2013"
2016,"CS104","Favia rotumana",0,-17.4347,151.07127,0,1,"CS104_2016"
2016,"CS104","Oulophyllia crispa",1,-17.4347,151.07127,1,1,"CS104_2016"
2016,"CS104","Pocillopora verrucosa",1,-17.4347,151.07127,1,1,"CS104_2016"
2016,"CS104","Stylophora pistillata",2,-17.4347,151.07127,1.4142135623731,2,"CS104_2016"
2012,"CS11","Acropora humilis",0,-16.93653,149.19696,0,0.8,"CS11_2012"
2012,"CS11","Coscinaraea columna",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Cyphastrea serailia",1.5,-16.93653,149.19696,1.22474487139159,1.5,"CS11_2012"
2012,"CS11","Cyphastrea serailia",1.5,-16.93653,149.19696,1.22474487139159,1.5,"CS11_2012"
2012,"CS11","Favia favus",0,-16.93653,149.19696,0,0.8,"CS11_2012"
2012,"CS11","Favia matthaii",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Favia pallida",0,-16.93653,149.19696,0,0.8,"CS11_2012"
2012,"CS11","Favia rotumana",0,-16.93653,149.19696,0,0.8,"CS11_2012"
2012,"CS11","Favites complanata",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Goniastrea edwardsi",2,-16.93653,149.19696,1.4142135623731,2,"CS11_2012"
2012,"CS11","Goniastrea edwardsi",2,-16.93653,149.19696,1.4142135623731,2,"CS11_2012"
2012,"CS11","Goniastrea pectinata",1,-16.93653,149.19696,1,0.8,"CS11_2012"
2012,"CS11","Isopora palifera",1,-16.93653,149.19696,1,1,"CS11_2012"
2012,"CS11","Montipora hoffmeisteri",1,-16.93653,149.19696,1,1,"CS11_2012"
2012,"CS11","Oxypora lacera",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Pavona duerdeni",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Pavona maldivensis",0,-16.93653,149.19696,0,2,"CS11_2012"
2012,"CS11","Pavona varians",1,-16.93653,149.19696,1,1,"CS11_2012"
2012,"CS11","Pavona varians",1,-16.93653,149.19696,1,1,"CS11_2012"
2012,"CS11","Pocillopora damicornis",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Pocillopora meandrina",0,-16.93653,149.19696,0,1,"CS11_2012"
2012,"CS11","Pocillopora verrucosa",1,-16.93653,149.19696,1,1,"CS11_2012"
2012,"CS11","Porites lichen",1.5,-16.93653,149.19696,1.22474487139159,1,"CS11_2012"
2012,"CS11","Porites lichen",1.5,-16.93653,149.19696,1.22474487139159,1,"CS11_2012"
2012,"CS11","Porites vaughani",1,-16.93653,149.19696,1,1,"CS11_2012"
2012,"CS11","Stylophora pistillata",0,-16.93653,149.19696,0,1,"CS11_2012"
2017,"CS11","Acropora humilis",0.8,-16.93653,149.19696,0.894427190999916,0.8,"CS11_2017"
2017,"CS11","Coscinaraea columna",0,-16.93653,149.19696,0,1,"CS11_2017"
2017,"CS11","Cyphastrea serailia",0,-16.93653,149.19696,0,1.5,"CS11_2017"
2017,"CS11","Favia favus",0.8,-16.93653,149.19696,0.894427190999916,0.8,"CS11_2017"
2017,"CS11","Favia matthaii",0,-16.93653,149.19696,0,1,"CS11_2017"
2017,"CS11","Favia pallida",0.8,-16.93653,149.19696,0.894427190999916,0.8,"CS11_2017"
2017,"CS11","Favia rotumana",0.8,-16.93653,149.19696,0.894427190999916,0.8,"CS11_2017"
2017,"CS11","Favites complanata",1,-16.93653,149.19696,1,1,"CS11_2017"
2017,"CS11","Goniastrea edwardsi",2,-16.93653,149.19696,1.4142135623731,2,"CS11_2017"
2017,"CS11","Goniastrea pectinata",0.8,-16.93653,149.19696,0.894427190999916,0.8,"CS11_2017"
2017,"CS11","Isopora palifera",0,-16.93653,149.19696,0,1,"CS11_2017"
2017,"CS11","Montipora hoffmeisteri",0,-16.93653,149.19696,0,1,"CS11_2017"
2017,"CS11","Oxypora lacera",1,-16.93653,149.19696,1,1,"CS11_2017"
2017,"CS11","Pavona duerdeni",1,-16.93653,149.19696,1,1,"CS11_2017"
2017,"CS11","Pavona maldivensis",2,-16.93653,149.19696,1.4142135623731,2,"CS11_2017"
2017,"CS11","Pavona varians",1.4,-16.93653,149.19696,1.18321595661992,1,"CS11_2017"
2017,"CS11","Pavona varians",1.4,-16.93653,149.19696,1.18321595661992,1,"CS11_2017"
2017,"CS11","Pocillopora damicornis",1,-16.93653,149.19696,1,1,"CS11_2017"
2017,"CS11","Pocillopora meandrina",0,-16.93653,149.19696,0,1,"CS11_2017"
2017,"CS11","Pocillopora verrucosa",1.7,-16.93653,149.19696,1.30384048104053,1,"CS11_2017"
2017,"CS11","Pocillopora verrucosa",1.7,-16.93653,149.19696,1.30384048104053,1,"CS11_2017"
2017,"CS11","Porites lichen",1,-16.93653,149.19696,1,1,"CS11_2017"
2017,"CS11","Porites vaughani",0,-16.93653,149.19696,0,1,"CS11_2017"
2017,"CS11","Stylophora pistillata",1,-16.93653,149.19696,1,1,"CS11_2017"
2020,"CS11","Acropora humilis",0,-16.93653,149.19696,0,0.8,"CS11_2020"
2020,"CS11","Coscinaraea columna",1,-16.93653,149.19696,1,1,"CS11_2020"
2020,"CS11","Cyphastrea serailia",0,-16.93653,149.19696,0,1.5,"CS11_2020"
2020,"CS11","Favia favus",0,-16.93653,149.19696,0,0.8,"CS11_2020"
2020,"CS11","Favia matthaii",1,-16.93653,149.19696,1,1,"CS11_2020"
2020,"CS11","Favia pallida",0,-16.93653,149.19696,0,0.8,"CS11_2020"
2020,"CS11","Favia rotumana",1,-16.93653,149.19696,1,0.8,"CS11_2020"
2020,"CS11","Favites complanata",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Goniastrea edwardsi",4,-16.93653,149.19696,2,2,"CS11_2020"
2020,"CS11","Goniastrea pectinata",0,-16.93653,149.19696,0,0.8,"CS11_2020"
2020,"CS11","Isopora palifera",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Montipora hoffmeisteri",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Oxypora lacera",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Pavona duerdeni",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Pavona maldivensis",0,-16.93653,149.19696,0,2,"CS11_2020"
2020,"CS11","Pavona varians",1.5,-16.93653,149.19696,1.22474487139159,1,"CS11_2020"
2020,"CS11","Pavona varians",1.5,-16.93653,149.19696,1.22474487139159,1,"CS11_2020"
2020,"CS11","Pocillopora damicornis",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Pocillopora meandrina",1,-16.93653,149.19696,1,1,"CS11_2020"
2020,"CS11","Pocillopora verrucosa",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Porites lichen",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Porites vaughani",0,-16.93653,149.19696,0,1,"CS11_2020"
2020,"CS11","Stylophora pistillata",0,-16.93653,149.19696,0,1,"CS11_2020"
2013,"CS110","Coscinaraea exesa",0,-17.71175,150.73692,0,1,"CS110_2013"
2013,"CS110","Favia stelligera",0,-17.71175,150.73692,0,2,"CS110_2013"
2013,"CS110","Pocillopora verrucosa",0,-17.71175,150.73692,0,2,"CS110_2013"
2013,"CS110","Porites lichen",0,-17.71175,150.73692,0,4,"CS110_2013"
