"site_code","survey_year","species_name","percent_cover","sqrt_pcover","latitude","longitude","n_sites_byspp","n_obs_byspp","transect_id","n_site_species"
"NMP20",2017,"Goniastrea pectinata",1,1,-23,114,4,379,"NMP20_2017",4
"NMP-S3",2017,"Porites annae",2.33333333333333,1.52752523165195,-23,114,4,63,"NMP-S3_2017",4
"NMP-S3",2017,"Seriatopora caliendrum",4,2,-23,114,4,212,"NMP-S3_2017",4
"NMP6",2017,"Porites annae",9.5,3.08220700148449,-23,114,4,63,"NMP6_2017",4
"NMP6",2017,"Montipora aequituberculata",5,2.23606797749979,-23,114,4,90,"NMP6_2017",4
"LHI14",2018,"Pocillopora damicornis",1,1,-32,159,6,459,"LHI14_2018",6
"LHI27",2018,"Pocillopora damicornis",3.36666666666667,1.83484785926972,-32,159,6,459,"LHI27_2018",6
"LHI27",2018,"Porites heronensis",5.03333333333333,2.24350915606185,-32,159,6,134,"LHI27_2018",6
"LHI27",2018,"Stylophora pistillata",2.25,1.5,-32,159,6,576,"LHI27_2018",6
"LHI15",2018,"Pocillopora damicornis",8,2.82842712474619,-32,159,5,459,"LHI15_2018",5
"LHI15",2018,"Porites heronensis",4,2,-32,159,5,134,"LHI15_2018",5
"SI24",2018,"Turbinaria mesenterina",1,1,-30,153,4,72,"SI24_2018",4
"SI24",2018,"Acropora glauca",10,3.16227766016838,-30,153,4,98,"SI24_2018",4
"SI24",2018,"Platygyra daedalea",1,1,-30,153,4,154,"SI24_2018",4
"CS3",2018,"Coscinaraea columna",1.5,1.22474487139159,-19,152,5,134,"CS3_2018",5
"CS3",2018,"Goniastrea pectinata",2.5,1.58113883008419,-19,152,5,379,"CS3_2018",5
"CS3",2018,"Porites lichen",1,1,-19,152,5,311,"CS3_2018",5
"CS3",2018,"Stylophora pistillata",0,0,NA,NA,5,576,"CS3_2018",5
"CS4",2018,"Coscinaraea columna",1,1,-19,152,6,134,"CS4_2018",6
"CS4",2018,"Goniastrea pectinata",0,0,NA,NA,6,379,"CS4_2018",6
"CS4",2018,"Porites lichen",1,1,-19,152,6,311,"CS4_2018",6
"CS7",2018,"Pocillopora verrucosa",1,1,-19,152,6,446,"CS7_2018",6
"CS4",2019,"Coscinaraea columna",1,1,-19,152,6,134,"CS4_2019",6
"CS4",2019,"Goniastrea pectinata",1.9,1.37840487520902,-19,152,6,379,"CS4_2019",6
"CS4",2019,"Porites lichen",1.9,1.37840487520902,-19,152,6,311,"CS4_2019",6
"CS3",2019,"Coscinaraea columna",2.45,1.56524758424985,-19,152,5,134,"CS3_2019",5
"CS3",2019,"Goniastrea pectinata",1.45,1.20415945787923,-19,152,5,379,"CS3_2019",5
"CS3",2019,"Porites lichen",0,0,NA,NA,5,311,"CS3_2019",5
"CS3",2019,"Stylophora pistillata",1,1,-19,152,5,576,"CS3_2019",5
"CS7",2019,"Pocillopora verrucosa",0.95,0.974679434480896,-19,152,6,446,"CS7_2019",6
"NMP6",2019,"Porites annae",5.15,2.26936114358204,-23,114,4,63,"NMP6_2019",4
"NMP6",2019,"Montipora aequituberculata",2.05,1.43178210632764,-23,114,4,90,"NMP6_2019",4
"NMP11",2019,"Montipora aequituberculata",6.95,2.63628526529281,-23,114,4,90,"NMP11_2019",4
"NMP20",2019,"Goniastrea pectinata",2.1,1.44913767461894,-23,114,4,379,"NMP20_2019",4
"NMP-S3",2019,"Porites annae",1,1,-23,114,4,63,"NMP-S3_2019",4
"NMP-S3",2019,"Seriatopora caliendrum",4.5,2.12132034355964,-23,114,4,212,"NMP-S3_2019",4
"LHI41",2020,"Isopora cuneata",1.1,1.04880884817015,-32,159,6,139,"LHI41_2020",6
"LHI41",2020,"Pocillopora damicornis",0,0,NA,NA,6,459,"LHI41_2020",6
"LHI41",2020,"Porites heronensis",1.1,1.04880884817015,-32,159,6,134,"LHI41_2020",6
"LHI41",2020,"Stylophora pistillata",1.05,1.02469507659596,-32,159,6,576,"LHI41_2020",6
"LHI38",2020,"Pocillopora damicornis",4.5,2.12132034355964,-32,159,7,459,"LHI38_2020",7
"LHI38",2020,"Stylophora pistillata",2,1.4142135623731,-32,159,7,576,"LHI38_2020",7
"LHI3",2020,"Isopora cuneata",4,2,-32,159,7,139,"LHI3_2020",7
"LHI3",2020,"Porites heronensis",4.75,2.17944947177034,-32,159,7,134,"LHI3_2020",7
"LHI3",2020,"Stylophora pistillata",2.33333333333333,1.52752523165195,-32,159,7,576,"LHI3_2020",7
"LHI3",2020,"Pocillopora damicornis",0,0,NA,NA,7,459,"LHI3_2020",7
"LHI49",2020,"Isopora cuneata",0,0,NA,NA,6,139,"LHI49_2020",6
"LHI49",2020,"Pocillopora damicornis",1,1,-32,159,6,459,"LHI49_2020",6
"LHI49",2020,"Stylophora pistillata",1.33333333333333,1.15470053837925,-32,159,6,576,"LHI49_2020",6
"LHI49",2020,"Porites heronensis",6.5,2.54950975679639,-32,159,6,134,"LHI49_2020",6
"LHI49",2020,"Acropora glauca",3,1.73205080756888,-32,159,6,98,"LHI49_2020",6
"LHI49",2020,"Seriatopora caliendrum",1,1,-32,159,6,212,"LHI49_2020",6
"LHI5",2020,"Isopora cuneata",0,0,NA,NA,7,139,"LHI5_2020",7
"LHI5",2020,"Pocillopora damicornis",3.4,1.84390889145858,-32,159,7,459,"LHI5_2020",7
"LHI5",2020,"Porites heronensis",10,3.16227766016838,-32,159,7,134,"LHI5_2020",7
"LHI5",2020,"Stylophora pistillata",4.6,2.14476105895272,-32,159,7,576,"LHI5_2020",7
"LHI5",2020,"Seriatopora caliendrum",11.25,3.35410196624968,-32,159,7,212,"LHI5_2020",7
"LHI5",2020,"Acropora hyacinthus",0,0,NA,NA,7,288,"LHI5_2020",7
"LHI5",2020,"Montipora aequituberculata",0,0,NA,NA,7,90,"LHI5_2020",7
"CS185",2020,"Acropora longicyathus",1,1,-10,144,4,139,"CS185_2020",4
"CS187",2020,"Acropora longicyathus",2,1.4142135623731,-10,144,4,139,"CS187_2020",4
"CS187",2020,"Isopora palifera",2,1.4142135623731,-10,144,4,385,"CS187_2020",4
"CS187",2020,"Stylophora pistillata",3,1.73205080756888,-10,144,4,576,"CS187_2020",4
"CS187",2020,"Pocillopora verrucosa",1,1,-10,144,4,446,"CS187_2020",4
"CS188",2020,"Isopora palifera",5,2.23606797749979,-10,144,4,385,"CS188_2020",4
"CS189",2020,"Stylophora pistillata",2,1.4142135623731,-10,144,4,576,"CS189_2020",4
"CS189",2020,"Isopora palifera",2,1.4142135623731,-10,144,4,385,"CS189_2020",4
"CS191",2020,"Acropora longicyathus",2,1.4142135623731,-10,145,4,139,"CS191_2020",4
"CS193",2020,"Diploastrea heliopora",3,1.73205080756888,-10,145,4,179,"CS193_2020",4
"CS207",2020,"Diploastrea heliopora",6,2.44948974278318,-10,145,4,179,"CS207_2020",4
"CS207",2020,"Stylophora pistillata",2,1.4142135623731,-10,145,4,576,"CS207_2020",4
"CS209",2020,"Pocillopora damicornis",1.5,1.22474487139159,-10,145,4,459,"CS209_2020",4
"TS7",2020,"Acropora hyacinthus",4,2,-10,144,4,288,"TS7_2020",4
"TS8",2020,"Porites lichen",1,1,-10,144,5,311,"TS8_2020",5
"CS4",2020,"Coscinaraea columna",0,0,NA,NA,6,134,"CS4_2020",6
"CS4",2020,"Goniastrea pectinata",3,1.73205080756888,-19,152,6,379,"CS4_2020",6
"CS4",2020,"Porites lichen",0,0,NA,NA,6,311,"CS4_2020",6
"CS7",2020,"Pocillopora verrucosa",0,0,NA,NA,6,446,"CS7_2020",6
"CS185",2021,"Acropora longicyathus",1,1,-10,144,4,139,"CS185_2021",4
"CS189",2021,"Stylophora pistillata",1,1,-10,144,4,576,"CS189_2021",4
"CS189",2021,"Isopora palifera",3.5,1.87082869338697,-10,144,4,385,"CS189_2021",4
"CS188",2021,"Isopora palifera",2.5,1.58113883008419,-10,144,4,385,"CS188_2021",4
"CS207",2021,"Diploastrea heliopora",5,2.23606797749979,-10,145,4,179,"CS207_2021",4
"CS207",2021,"Stylophora pistillata",1,1,-10,145,4,576,"CS207_2021",4
"CS193",2021,"Diploastrea heliopora",1.5,1.22474487139159,-10,145,4,179,"CS193_2021",4
"CS187",2021,"Acropora longicyathus",4,2,-10,144,4,139,"CS187_2021",4
"CS187",2021,"Isopora palifera",4,2,-10,144,4,385,"CS187_2021",4
"CS187",2021,"Stylophora pistillata",1.5,1.22474487139159,-10,144,4,576,"CS187_2021",4
"CS187",2021,"Pocillopora verrucosa",3,1.73205080756888,-10,144,4,446,"CS187_2021",4
"CS209",2021,"Pocillopora damicornis",2,1.4142135623731,-10,145,4,459,"CS209_2021",4
"CS191",2021,"Acropora longicyathus",1,1,-10,145,4,139,"CS191_2021",4
"TS7",2021,"Acropora hyacinthus",5,2.23606797749979,-10,144,4,288,"TS7_2021",4
"TS8",2021,"Porites lichen",1,1,-10,144,5,311,"TS8_2021",5
"LHI3",2010,"Isopora cuneata",4.5,2.12132034355964,-32,159,7,139,"LHI3_2010",7
"LHI3",2010,"Porites heronensis",6.4,2.5298221281347,-32,159,7,134,"LHI3_2010",7
"LHI3",2010,"Stylophora pistillata",1.33333333333333,1.15470053837925,-32,159,7,576,"LHI3_2010",7
"LHI3",2010,"Pocillopora damicornis",1,1,-32,159,7,459,"LHI3_2010",7
"LHI31",2010,"Isopora cuneata",20,4.47213595499958,-32,159,5,139,"LHI31_2010",5
"LHI32",2010,"Isopora cuneata",11,3.3166247903554,-32,159,5,139,"LHI32_2010",5
"LHI32",2010,"Acanthastrea hillae",3,1.73205080756888,-32,159,5,88,"LHI32_2010",5
"LHI32",2010,"Astrea curta",1,1,-32,159,5,207,"LHI32_2010",5
"LHI32",2010,"Goniastrea australensis",5,2.23606797749979,-32,159,5,154,"LHI32_2010",5
"LHI32",2010,"Platygyra daedalea",0,0,NA,NA,5,154,"LHI32_2010",5
"LHI32",2010,"Porites heronensis",0,0,NA,NA,5,134,"LHI32_2010",5
"LHI41",2010,"Isopora cuneata",13,3.60555127546399,-32,159,6,139,"LHI41_2010",6
"LHI41",2010,"Pocillopora damicornis",4,2,-32,159,6,459,"LHI41_2010",6
"LHI41",2010,"Porites heronensis",3,1.73205080756888,-32,159,6,134,"LHI41_2010",6
"LHI41",2010,"Stylophora pistillata",1,1,-32,159,6,576,"LHI41_2010",6
"LHI7",2010,"Acanthastrea hillae",2,1.4142135623731,-32,159,6,88,"LHI7_2010",6
"LHI7",2010,"Astrea curta",3,1.73205080756888,-32,159,6,207,"LHI7_2010",6
"LHI7",2010,"Porites heronensis",5,2.23606797749979,-32,159,6,134,"LHI7_2010",6
"LHI31",2012,"Isopora cuneata",8,2.82842712474619,-32,159,5,139,"LHI31_2012",5
"LHI32",2012,"Isopora cuneata",10.5,3.24037034920393,-32,159,5,139,"LHI32_2012",5
"LHI32",2012,"Acanthastrea hillae",3,1.73205080756888,-32,159,5,88,"LHI32_2012",5
"LHI32",2012,"Astrea curta",0,0,NA,NA,5,207,"LHI32_2012",5
"LHI32",2012,"Goniastrea australensis",4,2,-32,159,5,154,"LHI32_2012",5
"LHI32",2012,"Platygyra daedalea",5,2.23606797749979,-32,159,5,154,"LHI32_2012",5
"LHI32",2012,"Porites heronensis",8,2.82842712474619,-32,159,5,134,"LHI32_2012",5
"LHI31",2014,"Isopora cuneata",22.5,4.74341649025257,-32,159,5,139,"LHI31_2014",5
"LHI32",2014,"Isopora cuneata",17,4.12310562561766,-32,159,5,139,"LHI32_2014",5
"LHI32",2014,"Acanthastrea hillae",7,2.64575131106459,-32,159,5,88,"LHI32_2014",5
"LHI32",2014,"Astrea curta",6,2.44948974278318,-32,159,5,207,"LHI32_2014",5
"LHI32",2014,"Goniastrea australensis",8,2.82842712474619,-32,159,5,154,"LHI32_2014",5
"LHI32",2014,"Platygyra daedalea",2,1.4142135623731,-32,159,5,154,"LHI32_2014",5
